상권_코드_명,엑스좌표_값,와이좌표_값,영역_면적,서비스_업종_코드_명,유사_업종_점포_수,당월_매출_금액,월_평균_소득_금액,상권_변화_지표,운영_영업_개월_평균,총_상주인구_수,총_유동인구_수
강동구청역,210844,447756,205710,커피-음료,1.8472607068202809,23171649.11,2918420.0,HL,111,183.17048271839,85999.56249088523
길동역,212223,448561,242674,커피-음료,1.2362263777742981,58212473.87,2848822.0,LL,105,213.6611256253245,181833.73579369852
굽은다리역,212606,449599,94552,커피-음료,1.480666723073018,15905953.93,2557262.0,LL,95,188.36195955664607,75107.87714696676
명일역,212758,450202,143099,커피-음료,1.4675154962648236,13338088.29,2784724.0,HL,111,160.51824261525238,105156.6398088037
고덕역,213696,450444,92407,커피-음료,2.2725551094614045,69967861.33,3954565.0,LH,107,97.28700206694299,55531.83200406895
신논현역,202235,445062,382392,커피-음료,3.033536266449089,44480921.92,3167104.0,LL,100,137.2413648821105,95732.31134542564
압구정역,202482,447331,251746,커피-음료,3.0983610464515823,39936199.45,3837465.0,HH,115,45.045402906103774,84515.06677365281
강남역,202454,444235,617547,커피-음료,3.2062336955729682,75176512.7,4456944.0,LL,103,95.9279212756276,124168.75152822376
천호역,210998,448898,215270,커피-음료,1.8116783574116226,18202768.79,3375051.0,HH,113,134.48227806940122,62975.89074185906
암사역,211298,450214,80605,커피-음료,1.8609267415172757,13365162.33,2526789.0,HL,115,276.1615284411637,91515.16655294337
둔촌역,211926,447436,165420,커피-음료,1.4508523757707654,18969195.75,2941016.0,HL,125,163.28134445653487,73050.90073751663
방이동먹자골목,209657,446106,146694,커피-음료,1.3633822787571408,93918862.85,2988201.0,LL,93,179.6256152262533,113214.78724419541
송파사거리(송파역),209754,444634,102341,커피-음료,1.9542509844539335,10941807.85,2875885.0,HL,112,108.36321708797061,60583.14849376106
경복아파트교차로,203449,445392,112742,커피-음료,1.2417732522041476,84174150.79,3030210.0,LL,98,52.06577850313104,50020.40056057193
학동사거리,203460,447067,266597,커피-음료,1.7629605734498137,84220941.49,3402858.0,LL,96,44.89922992381759,49527.45154671658
도곡1동,203531,443680,169293,커피-음료,1.240452942531587,28169470.0,3463488.0,HL,123,106.08826118032052,62311.90893894018
압구정로데오역(압구정로데오),203548,447476,265702,커피-음료,1.8818074384084427,27654850.56,4378212.0,LL,106,72.78831171763856,77178.11683766023
강남구청역,203597,446308,173252,커피-음료,3.3477247015907463,48551734.0,3950137.0,LL,107,76.30503543970633,107555.69921270749
르네상스호텔사거리,203786,444848,160960,커피-음료,2.6714711729622267,63355544.28,3950805.0,LL,106,93.06660039761431,125871.14811133202
매봉역,203882,442769,122443,커피-음료,2.0417663729245445,108481369.88,3506683.0,HL,123,94.81963035861584,45317.658012299595
개나리아파트,203905,444200,148412,커피-음료,1.7518799018947255,20645376.65,3882226.0,HL,111,268.6440449559335,85997.62822413283
선정릉역,204022,445778,323475,커피-음료,1.4529716361388052,32924355.0,3669932.0,LL,101,217.57477393925342,61256.758636679806
강남을지병원,202498,446725,295195,커피-음료,2.100306577008418,16552119.37,3360098.0,LL,107,86.14644556987754,53043.71686512305
학동역,202659,446009,366287,커피-음료,1.3923508068809431,34508478.76,3300184.0,LL,107,131.34509278243561,60768.550344402065
뱅뱅사거리,202785,443423,317600,커피-음료,2.141057934508816,76074977.35,4243697.0,LL,101,163.47607052896726,72401.00755667506
도산공원교차로,202968,446898,185023,커피-음료,1.1349940277695205,30732752.48,3265276.0,LL,105,60.04658880247321,42241.66725217945
언주역(차병원),203009,445326,242446,커피-음료,2.103561205381817,22802069.67,3258234.0,LL,96,100.51722857873506,76868.58104485122
성수대교남단,203046,447576,126830,커피-음료,2.049988173145155,30121642.27,3256289.0,LL,105,38.31900969802097,67673.18457778129
서울세관,203125,446206,185480,커피-음료,1.2939400474444684,36412475.46,3429613.0,LL,108,77.69031701531162,44535.47552296744
역삼역,203179,444549,562807,커피-음료,2.9139651781161215,68327151.71,3487230.0,LL,100,93.92207275318181,83780.39008043609
구역삼세무서,203290,444009,291470,커피-음료,2.127148591621779,37078895.65,3332219.0,LL,106,253.7482416715271,78878.61529488456
관악중부시장,196125,442778,27900,커피-음료,1.075268817204301,99826566.33,2582999.0,HH,145,196.77419354838707,134291.39784946237
인헌시장(원당종합시장),196979,441661,42171,커피-음료,1.1856489056460602,11427356.6,2566986.0,LH,109,306.1345474378127,65468.92414218302
영동전통시장,202138,445525,39097,커피-음료,1.2788705015730106,7593536.6,2707326.0,LL,99,318.6945289919943,104798.83367010255
강남언주로,203794,445045,22922,커피-음료,3.4900968501875926,21761589.75,2365118.0,LL,88,203.29814152342726,121110.72332257222
풍납시장,210613,448663,120813,커피-음료,0.331090197246985,1694819.25,2434815.0,HL,137,388.94820921589564,119601.86403781049
문정동 로데오거리 상점가(문정동 로데오거리),210897,443396,75829,커피-음료,1.5825080114468077,3396886.92,2409413.0,HH,117,177.90027562014532,87053.76570968892
로데오거리상점가,211228,448860,56564,커피-음료,3.5358178346651576,26958796.4,3397303.0,HH,123,102.53871720528959,81737.85446573792
장신구 특화거리 상점가,211418,447594,38487,커피-음료,1.8187959570764156,6597696.43,2838891.0,LL,103,271.7800815859901,60201.62652324162
둔촌역전통시장,211868,447599,36613,커피-음료,1.0925081255291837,1021559.0,2608832.0,HL,115,486.439242891869,83381.03952148143
강남개포시장,205978,443274,25364,커피-음료,3.1540766440624504,35844290.0,3919692.0,HL,115,14.98186405929664,90057.16763917363
새마을시장,207534,445500,79375,커피-음료,1.6377952755905512,22292571.62,2763094.0,LH,103,305.25984251968504,118278.04724409449
석촌시장,209466,444551,46711,커피-음료,1.7126586885316093,623061.0,2546547.0,LL,101,208.9443600008563,62580.976643617134
방이시장,210214,445738,143645,커피-음료,0.905008876048592,39410731.69,2670550.0,LL,105,398.13428939399216,68981.58655017578
영림시장,194966,442472,72197,커피-음료,1.9391387453772317,14189102.21,2479948.0,LL,101,245.30105129021982,70983.14334390625
삼양골목시장(삼양시장),201680,458392,47564,커피-음료,1.2614582457320662,19499978.33,2193675.0,HL,111,146.53939954587503,31387.81431334623
개봉중앙시장,187149,443562,79713,커피-음료,1.254500520617716,26728671.3,2406480.0,HH,128,393.6622633698393,67933.71219249055
고척골목시장상점가(그라운드 고척),187952,444881,17693,커피-음료,1.695585824902504,16339715.33,2219904.0,LH,109,170.1237777652179,43413.21426552874
구로시장,189872,443283,13770,커피-음료,2.178649237472767,3347543.0,2087363.0,HH,125,180.82788671023965,571405.2287581699
용산용문시장,196483,448549,40246,커피-음료,1.7393032847984893,10465136.29,2441702.0,HH,130,168.71241862545347,128557.86910500423
"수유전통시장(수유시장, 수유골목시장)",201998,459062,37023,커피-음료,1.0804094751910973,1496103.5,2175111.0,HH,137,133.16046781730276,67533.96537287632
강북종합전통시장(강북종합골목시장),202329,460268,74901,커피-음료,0.6675478298020053,6665548.6,2141923.0,LL,100,280.5035980828026,63480.327365455734
이촌종합시장,197769,446792,7486,커피-음료,4.007480630510286,64870080.33,2370644.0,HH,132,113.54528453112478,180915.0414106332
후암시장,197903,450066,33290,커피-음료,1.2015620306398318,18895352.25,2734441.0,HH,129,238.20967257434665,43234.905376990086
신흥시장,198682,449528,3810,커피-음료,44.61942257217848,13560991.24,2667653.0,LL,71,341.20734908136484,906619.4225721784
이태원시장,199066,448264,10573,커피-음료,2.837416059774898,227136358.0,2323980.0,HH,161,60.53154260853117,67758.44131277782
무학봉상점가,202706,451363,69338,커피-음료,1.5864316824829099,1048866.18,2290912.0,LH,107,434.53805993827336,168977.3284490467
화곡중앙시장,185783,448352,34409,커피-음료,1.7437298381237467,25214725.67,2321665.0,HH,140,302.8277485541573,68916.27190560609
화곡본동시장,186203,449328,21265,커피-음료,1.4107688690336235,5773365.67,2639119.0,HH,156,163.64918880790032,110070.06818716202
까치산시장,186491,448139,39544,커피-음료,1.517297187942545,17440723.0,2443443.0,LH,106,242.76755007080718,279553.4088610156
"남부골목시장(남부화곡시장, 남부시장)",187694,448184,81027,커피-음료,1.7278191220210546,7152062.07,2335978.0,LH,108,267.0714700038259,70669.15966282843
오류시장,186135,444133,20163,커피-음료,1.4878738282993602,25061335.67,3277219.0,HH,136,65.46644844517185,166543.66909686057
동화동 골목형상점가,201543,451430,60206,커피-음료,1.6609640235192507,10075834.9,2915118.0,LL,107,266.58472577483974,238868.55130717868
서울중앙시장(신중앙시장),201683,451934,70002,커피-음료,0.8571183680466272,12321613.5,2107731.0,HH,130,215.42241650238566,288543.61303962744
대명여울빛거리시장(대명시장),191342,439355,51350,커피-음료,1.557935735150925,38421656.0,2345150.0,HH,130,184.42064264849074,37995.91041869523
비단길현대시장(현대시장),191404,439747,71349,커피-음료,0.8409368035992096,33336517.67,2217992.0,HH,120,331.88972515382136,70899.1015991815
은행나무시장,192025,439150,36517,커피-음료,1.09538023386368,10036175.25,2285882.0,HH,113,294.9311279677958,114430.53920092012
행당시장상점가,202943,451296,81008,커피-음료,0.9875567845151096,18894249.62,2479353.0,HH,109,208.12759233655936,102565.91941536638
왕십리도선동상점가,203030,451634,86695,커피-음료,1.2688159640117653,16404428.45,2865334.0,LH,103,366.57246669358096,151287.84820347195
쌍문시장(쌍문역골목시장),202853,460960,108994,커피-음료,1.009229865864176,27692118.09,2235060.0,HL,119,313.2282510963906,152549.95687836027
쌍문역동측상점가,203089,460798,33857,커피-음료,1.1814395841332666,7646398.0,2367824.0,LL,107,255.78166996485217,107035.76808340964
영등포유통상가,190643,447018,47667,커피-음료,0.8391549709442591,40110822.5,1745098.0,HH,141,3.9859861119852305,5944.573814169132
선유도역 골목형상점가,190776,448469,73950,커피-음료,1.2170385395537526,32239659.67,3524673.0,HL,118,164.9763353617309,41505.47667342799
뚝섬역상점가,204339,449882,56166,커피-음료,4.807178720222199,22449300.26,2801312.0,LL,99,232.88110244631983,84359.04283730371
방학동도깨비시장,203111,462837,42546,커피-음료,0.940158886851878,42278984.0,1971060.0,HL,114,276.4067127344521,62700.37136276031
창동신창시장,203283,460012,58415,커피-음료,1.3695112556706324,5111809.12,2151765.0,HL,143,391.6802191218009,131685.86835573055
영등포청과시장(조광시장),191260,446913,96522,커피-음료,1.0360332359462092,9337216.5,2676091.0,HH,125,124.94560825511283,149838.0680052216
마장축산물시장,203467,452337,218303,커피-음료,0.1832315634691232,18546640.75,2486739.0,HH,150,73.9339358597912,51747.66265236849
"한양대앞상점가(한양시장, 왕십리맛골목)",203578,451118,23243,커피-음료,6.8837929699264295,20976272.06,2484336.0,LL,107,206.51378909779288,270740.4379813277
숭인시장,202587,457096,32450,커피-음료,0.9244992295839753,32840242.67,2627626.0,HH,141,45.60862865947612,18418.79815100154
창동역상점가,204350,461477,33628,커피-음료,2.0815986677768525,27465023.86,2356062.0,HL,118,48.17414059712145,57208.873557749495
사당1동먹자골목상점가(사당1동먹자골목),198283,442093,40304,커피-음료,1.984914648670107,961830271.25,2696587.0,LH,98,185.34140531957127,203985.95672886068
조원동 펭귄시장(신림중앙시장),192141,442580,32672,커피-음료,0.9182174338883448,6031674.33,2339631.0,HL,133,426.35896180215474,62561.82664054848
미성동 도깨비시장 골목형상점가,192599,441665,24874,커피-음료,1.608104848436118,13627627.5,2298823.0,HH,128,351.7729355954008,120445.44504301679
화양제일골목시장,206085,449309,18616,커피-음료,2.6858616244091107,16969721.6,2390119.0,LL,100,483.4550923936399,136563.70863773098
"중곡제일시장(중곡제일골목시장, 광성시장)",207176,451590,41751,커피-음료,0.9580608847692271,2391738.75,2466997.0,HL,115,203.10890757107614,56751.93408541113
영등포시장기계공구상가,192049,446670,39289,커피-음료,0.7635725012089898,16000000.0,3081644.0,HH,164,39.451245895797804,51416.681513909745
신대방1동골목상권,191941,443427,21868,커피-음료,1.8291567587342235,24392179.25,2510737.0,HL,148,276.65995975855134,69483.72050484727
성대전통시장(성대시장),193904,444409,53092,커피-음료,2.0718752354403676,22039271.64,2520179.0,LL,109,364.8383937316357,52731.67332178106
응암오거리상점가,192561,454386,53602,커피-음료,1.6790418267975074,5140549.67,2373715.0,HL,119,233.20025372187604,86644.52818924667
영등포역지하도상점가,191565,446096,154926,커피-음료,1.0327511198894956,23358991.0,3576916.0,HH,117,3.1628003046615802,7875.243664717348
성동용답상가시장,204691,451606,118065,커피-음료,1.4398848092152627,17527612.06,2367606.0,LH,104,402.65955194172705,80091.64443315123
남성역골목시장,197564,442670,29047,커피-음료,1.3770785279030537,4651636.25,2330725.0,HL,130,183.49571384308192,188074.84421799151
남성사계시장(남성시장),198271,443197,43008,커피-음료,3.4877232142857144,33819463.8,2405264.0,HH,124,173.92113095238096,223328.4505208333
청량리전통시장,203840,453595,30889,커피-음료,0.9712195279873094,16047090.0,2289705.0,HH,147,118.16504257178931,143411.57046197675
대조시장,193520,456658,54016,커피-음료,0.740521327014218,5142910.75,2562472.0,LH,107,356.37588862559244,134552.16972748816
제일시장,193757,456715,21253,커피-음료,2.8231308521149954,36684422.17,3691176.0,HL,123,36.70070107749494,35565.802474944714
불광먹자골목 골목형상점가,193917,456762,45981,커피-음료,1.522367934581675,12830191.29,2756909.0,HH,127,242.49146386550967,61842.06520084383
신촌 상인회(신촌상점가),194450,450775,6147,커피-음료,6.507239303725395,80802334.75,4766502.0,HH,154,9.760858955588091,170501.05742638686
답십리시장,205141,452676,22189,커피-음료,1.352021271801343,9675700.67,2120052.0,LL,106,201.000495741133,133356.1674703682
이대 앞 스타트업 상점가,195118,451097,7526,커피-음료,10.629816635663035,14363750.0,1829861.0,HL,124,58.46399149614669,70996.5453095934
"이화여대 3,5,7길 상점가",195141,450967,55638,커피-음료,6.6501312052913475,39074764.81,3213199.0,HL,131,90.04637118516122,182307.23606168447
서원동상점가,193691,442612,60026,커피-음료,4.164861893179622,83524032.72,2692846.0,LH,104,81.29810415486622,157806.45053810015
회기시장,204907,454615,32212,커피-음료,3.7253197566124423,5887643.25,3111453.0,HH,116,366.6335527132745,99027.3811002111
연신내상점가(연빛거리),192841,457827,100156,커피-음료,2.795638803466592,26706407.96,2428535.0,LL,94,168.23754942290026,148581.91221694156
상도전통시장,195763,444418,48100,커피-음료,1.2474012474012475,6231388.0,2604311.0,LH,105,318.2952182952183,51629.729729729734
상암동상점가,190781,453048,127514,커피-음료,2.9800649340464576,47847407.61,2812669.0,LL,77,239.81680442931756,97649.74826293583
광장시장(광장전통시장),199984,452276,66373,커피-음료,1.9586277552619287,23148861.46,2689995.0,HH,185,11.751766531571572,81378.8739397044
종로신진시장,200454,452308,45117,커피-음료,2.2164594277101757,14568474.2,2348627.0,HH,148,21.278010506017687,218642.86189241306
묵1동도깨비시장,207110,457444,29000,커피-음료,1.0344827586206897,12665499.0,2308986.0,LH,107,278.62068965517244,35505.51724137931
면목골목시장(면목시장),207544,453238,60053,커피-음료,0.8325978718798395,24930432.8,2234636.0,HH,116,295.57224451734305,89358.89963865253
"동원전통종합시장(동원시장, 동원전통시장 상점가)",208009,454485,90850,커피-음료,0.3302146395156852,52140546.0,2217153.0,HL,119,230.37974683544303,110144.85415520088
망원월드컵시장,191644,450958,30025,커피-음료,2.9975020815986677,4690299.89,2363033.0,HH,118,303.41382181515405,69354.2048293089
망원시장,191763,450761,42916,커피-음료,3.02917326871097,2560555.77,2701061.0,LH,97,493.98825612825055,64366.902786839404
창신골목시장,200998,452635,24588,커피-음료,1.6268098259313488,6220679.75,2098483.0,HH,122,333.4960143159265,304426.5495363592
사가정시장,208001,453529,59114,커피-음료,1.353317319078391,3907804.62,2249536.0,LL,108,342.2201170619481,157755.69239097336
신아타운,208347,456318,5817,커피-음료,10.31459515214028,6238095.5,,HL,113,204.5728038507822,101426.85232937941
우림골목시장,208640,455380,78310,커피-음료,1.0215808964372366,7171894.62,2192216.0,HH,123,261.78010471204186,120188.48167539266
정릉시장,200788,456537,53318,커피-음료,1.125323530515023,17059792.5,2167592.0,HH,142,158.85817172437075,91862.03533515887
홍대소상공인상점가,193084,450375,35891,커피-음료,6.9655345351202245,61100438.28,2622376.0,LL,77,120.08581538547269,178068.87520548326
노량진중앙시장,195104,445890,10864,커피-음료,2.7614138438880707,40956469.33,2178762.0,LH,103,83.76288659793815,168394.69808541975
통인시장,197351,453449,38280,커피-음료,4.440961337513062,69303790.06,3419204.0,LH,109,212.38244514106583,106547.02194357367
세종마을음식문화거리(금천교시장),197423,453030,49557,커피-음료,2.825029763706439,20901240.21,3251276.0,HH,122,132.37282321367314,142122.60629174486
중랑동부시장,206787,454757,50468,커피-음료,1.9814535943568201,31601498.6,2222083.0,HL,110,262.74074661171437,198047.87191883966
용강동 상점가,194876,449054,54198,커피-음료,1.2915605741909295,6920218.14,5324450.0,HH,124,134.13779106240082,78468.57817631647
도화동 상점가,195525,448962,101880,커피-음료,2.2575579112681585,66371180.26,3058881.0,HH,115,261.38594424813505,148443.56105221828
공덕시장,195839,449451,7426,커피-음료,4.039859951521681,22941652.67,1755851.0,HH,168,4.039859951521681,62716.13250740641
아현시장,195969,450765,27671,커피-음료,1.8069459000397528,12887913.2,2629416.0,HH,121,219.00184308481806,95576.95782588268
인현시장,199564,451524,19722,커피-음료,2.0281918669506136,12433946.75,1857014.0,HH,163,77.57833891086096,109811.37815637358
대림상가(청계상가),199596,452001,11005,커피-음료,11.812812358019082,6000000.0,2178845.0,HH,151,124.48886869604725,68596.09268514311
신영시장,185484,448177,45406,커피-음료,0.6607056336167025,2000000.0,2195752.0,LL,105,267.8060168259702,28462.31775536273
경창시장,186037,447238,31087,커피-음료,1.286711487116801,17270979.75,2425232.0,HL,119,264.09753273072346,59457.00775243671
신곡종합시장(신월6동 골목시장),186079,446521,20768,커피-음료,1.926040061633282,14007365.25,1991887.0,HH,120,78.00462249614792,19973.035439137133
목동깨비시장(목3동시장),188063,449908,52508,커피-음료,0.5713415098651634,21512528.67,3023918.0,HH,121,238.63030395368324,69475.12759960386
중부시장(신중부시장),200023,451787,92243,커피-음료,1.1925024121071517,17521023.0,2522424.0,HH,156,24.175276172717716,122870.5701245623
약수시장,200969,450370,28173,커피-음료,2.1296986476413586,22185707.17,2670122.0,LH,104,176.41003797962588,147178.85919142442
방산종합시장(방산시장),200015,452052,99727,커피-음료,1.3035587152927492,17514262.92,2585656.0,HH,175,28.277196747119635,100219.80005414782
홍대 걷고싶은 거리,193388,450714,58130,커피-음료,7.741269568209186,52441391.98,2700407.0,LL,80,119.38757956304833,101692.7576122484
동진시장,193538,451420,4091,커피-음료,12.221950623319481,11387322.2,3550040.0,LL,101,80.66487411390858,119655.3409924224
남대문시장(자유상가),198022,451117,78068,커피-음료,2.9461495106829942,97867171.22,3035985.0,HH,161,8.710355075062767,267776.9380540042
송화벽화시장(송화골목시장),185468,449994,30423,커피-음료,1.972192091509713,22455259.67,2768880.0,HH,113,178.48338428162901,21899.549682805773
동평화시장,201165,452217,8633,커피-음료,8.108421174562725,34806592.57,2058085.0,HH,131,8.108421174562725,77562.84026410287
목사랑시장(목4동시장),188196,448723,35003,커피-음료,1.1427591920692513,533068.0,2715447.0,LL,101,486.5297260234837,90269.97685912637
목2동시장,188802,449649,42782,커피-음료,1.636202141087373,11119371.0,3000040.0,HH,133,245.430321163106,111618.2039175354
이태원 관광특구,199498,448311,372565,커피-음료,2.4693677613302376,56670582.71,3036321.0,HH,123,143.25017111108127,56810.650490518434
명동 남대문 북창동 다동 무교동 관광특구,198397,451614,983618,커피-음료,3.304128228641607,78365135.35,3071908.0,HH,161,6.099929037492197,73816.96959592037
동대문패션타운 관광특구,200996,451976,606058,커피-음료,1.5840068112292884,18038811.08,3624671.0,HH,127,29.815628207201293,58857.48558718802
종로?청계 관광특구,199796,452274,653127,커피-음료,2.158845063823728,56660372.28,2268084.0,HH,159,26.33484758706959,131879.3282164112
잠실 관광특구,210188,446334,2462734,커피-음료,0.5847160107425324,97095791.33,4220819.0,LL,100,23.965235384739078,17007.504667576766
강남 마이스 관광특구,205282,445736,237892,커피-음료,2.2699376187513662,94302204.46,7010917.0,HH,125,0.798681754745851,4774.561565752527
